瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),嚼档(%),利汲(cm)
192,柳林,2021-03-08 01:00,1.7,,0,94,
192,柳林,2021-03-08 02:00,1.1,,.1,95,
192,柳林,2021-03-08 03:00,.6,,0,96,
192,柳林,2021-03-08 04:00,-.2,,0,96,
192,柳林,2021-03-08 05:00,-.6,,0,97,
192,柳林,2021-03-08 06:00,-.7,,0,97,
192,柳林,2021-03-08 07:00,-1,,0,97,
192,柳林,2021-03-08 08:00,.6,,.3,97,
192,柳林,2021-03-08 09:00,4.5,,.4,89,
192,柳林,2021-03-08 10:00,7.4,,.6,74,
192,柳林,2021-03-08 11:00,10.4,,1.8,61,
192,柳林,2021-03-08 12:00,11.8,,1.9,50,
192,柳林,2021-03-08 13:00,14.1,,2.2,37,
192,柳林,2021-03-08 14:00,14.2,,1.6,37,
192,柳林,2021-03-08 15:00,15.3,,1,33,
192,柳林,2021-03-08 16:00,14.1,,2.9,44,
192,柳林,2021-03-08 17:00,12.7,,2.1,48,
192,柳林,2021-03-08 18:00,11.1,,1.3,57,
192,柳林,2021-03-08 19:00,9.3,,1.6,71,
192,柳林,2021-03-08 20:00,7.8,,1.2,73,
192,柳林,2021-03-08 21:00,7.5,,.7,76,
192,柳林,2021-03-08 22:00,8.1,,.8,75,
192,柳林,2021-03-08 23:00,8.1,,0,74,
192,柳林,2021-03-09 00:00,8,,.3,74,
192,柳林,2021-03-09 01:00,7.6,,.2,76,
192,柳林,2021-03-09 02:00,7.5,,.1,77,
192,柳林,2021-03-09 03:00,7.3,,.2,80,
192,柳林,2021-03-09 04:00,7,,.1,81,
192,柳林,2021-03-09 05:00,6.6,,0,82,
192,柳林,2021-03-09 06:00,6,,.6,84,
192,柳林,2021-03-09 07:00,5.6,,.3,87,
192,柳林,2021-03-09 08:00,6.8,,.1,82,
192,柳林,2021-03-09 09:00,7.9,,.9,74,
192,柳林,2021-03-09 10:00,9.1,,.7,66,
192,柳林,2021-03-09 11:00,11.3,,.8,61,
192,柳林,2021-03-09 12:00,12.1,,1.3,58,
192,柳林,2021-03-09 13:00,13.4,,1.7,48,
192,柳林,2021-03-09 14:00,14.3,,1.1,45,
192,柳林,2021-03-09 15:00,15,,1.3,45,
192,柳林,2021-03-09 16:00,15,,1.8,49,
192,柳林,2021-03-09 17:00,14,,2.5,52,
192,柳林,2021-03-09 18:00,12.5,,1.6,55,
192,柳林,2021-03-09 19:00,11.1,,1,62,
192,柳林,2021-03-09 20:00,9.6,,.2,68,
192,柳林,2021-03-09 21:00,8.3,,.2,76,
192,柳林,2021-03-09 22:00,7,,.2,84,
192,柳林,2021-03-09 23:00,6,,.1,87,
192,柳林,2021-03-10 00:00,4.5,,.6,88,
192,柳林,2021-03-10 01:00,4.3,,.2,86,
192,柳林,2021-03-10 02:00,3.1,,.3,88,
192,柳林,2021-03-10 03:00,2.7,,.2,87,
192,柳林,2021-03-10 04:00,1.7,,.2,90,
192,柳林,2021-03-10 05:00,.6,,.8,91,
192,柳林,2021-03-10 06:00,.8,,0,92,
192,柳林,2021-03-10 07:00,2.1,,.2,88,
192,柳林,2021-03-10 08:00,4.1,,.4,85,
192,柳林,2021-03-10 09:00,8.6,,1.9,54,
192,柳林,2021-03-10 10:00,11.8,,1.6,45,
192,柳林,2021-03-10 11:00,13.4,,1.9,41,
192,柳林,2021-03-10 12:00,14.7,,2.6,38,
192,柳林,2021-03-10 13:00,15.6,,3.1,36,
192,柳林,2021-03-10 14:00,16.6,,1.8,34,
192,柳林,2021-03-10 15:00,17.4,,1.4,30,
192,柳林,2021-03-10 16:00,17.8,,1.3,30,
192,柳林,2021-03-10 17:00,16.8,,1.4,37,
192,柳林,2021-03-10 18:00,13.5,,1.6,52,
192,柳林,2021-03-10 19:00,11.4,,1.1,57,
192,柳林,2021-03-10 20:00,8.8,,.2,63,
192,柳林,2021-03-10 21:00,6.3,,.2,71,
192,柳林,2021-03-10 22:00,5.4,,0,78,
192,柳林,2021-03-10 23:00,4.4,,.1,85,
192,柳林,2021-03-11 00:00,3.4,,.1,86,
192,柳林,2021-03-11 01:00,2.7,,.1,90,
192,柳林,2021-03-11 02:00,1.7,,.1,92,
192,柳林,2021-03-11 03:00,1.7,,.1,94,
192,柳林,2021-03-11 04:00,1.3,,0,94,
192,柳林,2021-03-11 05:00,1.2,,0,94,
192,柳林,2021-03-11 06:00,1.2,,0,95,
192,柳林,2021-03-11 07:00,1,,.1,95,
192,柳林,2021-03-11 08:00,2.7,,.1,92,
192,柳林,2021-03-11 09:00,6.3,,.4,81,
192,柳林,2021-03-11 10:00,9.3,,.9,61,
192,柳林,2021-03-11 11:00,12.1,,1.1,50,
192,柳林,2021-03-11 12:00,13.6,,1.3,44,
192,柳林,2021-03-11 13:00,14.5,,.7,39,
192,柳林,2021-03-11 14:00,16.2,,1.8,38,
192,柳林,2021-03-11 15:00,17.2,,2.2,39,
192,柳林,2021-03-11 16:00,16.6,,1.6,41,
192,柳林,2021-03-11 17:00,15.3,,1.5,46,
192,柳林,2021-03-11 18:00,14.3,,1.3,52,
192,柳林,2021-03-11 19:00,12.6,,.1,62,
192,柳林,2021-03-11 20:00,12.6,,1.4,63,
192,柳林,2021-03-11 21:00,11.3,,.4,70,
192,柳林,2021-03-11 22:00,11.3,,.2,73,
192,柳林,2021-03-11 23:00,10.6,,.1,77,
192,柳林,2021-03-12 00:00,9.5,.7,.1,94,
192,柳林,2021-03-12 01:00,9.1,,0,97,
192,柳林,2021-03-12 02:00,9.1,,.5,97,
192,柳林,2021-03-12 03:00,8.8,3.3,.9,97,
192,柳林,2021-03-12 04:00,8.6,,.9,96,
192,柳林,2021-03-12 05:00,8.6,,1.3,96,
192,柳林,2021-03-12 06:00,8.5,8.1,.4,97,
192,柳林,2021-03-12 07:00,8.5,,.8,95,
192,柳林,2021-03-12 08:00,8.6,,1.7,95,
192,柳林,2021-03-12 09:00,8.8,4.5,1.5,95,
192,柳林,2021-03-12 10:00,9,,1.6,94,
192,柳林,2021-03-12 11:00,9,,2.2,94,
192,柳林,2021-03-12 12:00,9,2.9,1.5,94,
192,柳林,2021-03-12 13:00,9,,1.5,94,
192,柳林,2021-03-12 14:00,9.1,,1.7,94,
192,柳林,2021-03-12 15:00,9.6,5.8,1.6,93,
192,柳林,2021-03-12 16:00,10.3,,2.3,89,
192,柳林,2021-03-12 17:00,10.1,,2.2,87,
192,柳林,2021-03-12 18:00,9.6,.4,2.1,87,
192,柳林,2021-03-12 19:00,9.3,,2,88,
192,柳林,2021-03-12 20:00,9,,2.5,86,
192,柳林,2021-03-12 21:00,9.1,.2,2,82,
192,柳林,2021-03-12 22:00,9.3,,2.6,79,
192,柳林,2021-03-12 23:00,9.3,,2,76,
192,柳林,2021-03-13 00:00,8.8,,2,76,
192,柳林,2021-03-13 01:00,8.6,,1.5,75,
192,柳林,2021-03-13 02:00,6.3,,.1,89,
192,柳林,2021-03-13 03:00,4.7,,.4,95,
192,柳林,2021-03-13 04:00,3.6,,.4,97,
192,柳林,2021-03-13 05:00,2.8,,.2,98,
192,柳林,2021-03-13 06:00,2.1,,.1,98,
192,柳林,2021-03-13 07:00,2.1,,.6,99,
192,柳林,2021-03-13 08:00,4.4,,.2,99,
192,柳林,2021-03-13 09:00,7.9,,.5,84,
192,柳林,2021-03-13 10:00,10.6,,1,66,
192,柳林,2021-03-13 11:00,12.3,,1.5,56,
192,柳林,2021-03-13 12:00,13.5,,1.6,49,
192,柳林,2021-03-13 13:00,14,,1.6,46,
192,柳林,2021-03-13 14:00,15,,1.1,40,
192,柳林,2021-03-13 15:00,16.7,,1.1,41,
192,柳林,2021-03-13 16:00,15.1,,1.3,46,
192,柳林,2021-03-13 17:00,15.2,,1.2,47,
192,柳林,2021-03-13 18:00,13.1,,1.3,54,
192,柳林,2021-03-13 19:00,11,,.8,65,
192,柳林,2021-03-13 20:00,8.8,,.1,75,
192,柳林,2021-03-13 21:00,7.3,,0,84,
192,柳林,2021-03-13 22:00,6.1,,.6,91,
192,柳林,2021-03-13 23:00,5.1,,.3,93,
192,柳林,2021-03-14 00:00,4.6,,0,95,
192,柳林,2021-03-14 01:00,3.9,,0,96,
192,柳林,2021-03-14 02:00,3.3,,.1,97,
192,柳林,2021-03-14 03:00,2.9,,0,97,
192,柳林,2021-03-14 04:00,3.4,,0,98,
192,柳林,2021-03-14 05:00,3.9,,.2,99,
192,柳林,2021-03-14 06:00,4.3,,.1,99,
192,柳林,2021-03-14 07:00,4,,.1,100,
192,柳林,2021-03-14 08:00,4.4,,.6,100,
192,柳林,2021-03-14 09:00,5.5,,.7,100,
192,柳林,2021-03-14 10:00,9.3,,.2,80,
192,柳林,2021-03-14 11:00,13.2,,1.2,62,
192,柳林,2021-03-14 12:00,15.3,,1.2,48,
192,柳林,2021-03-14 13:00,16.6,,1,43,
192,柳林,2021-03-14 14:00,16,,1,44,
192,柳林,2021-03-14 15:00,16.8,,1.4,40,
192,柳林,2021-03-14 16:00,17,,2.5,38,
192,柳林,2021-03-14 17:00,16.2,,1.1,40,
192,柳林,2021-03-14 18:00,15.2,,.9,43,
192,柳林,2021-03-14 19:00,11.7,,.4,58,
192,柳林,2021-03-14 20:00,10,,.5,67,
192,柳林,2021-03-14 21:00,7.9,,.3,77,
192,柳林,2021-03-14 22:00,7,,.3,81,
192,柳林,2021-03-14 23:00,6.3,,.1,84,
192,柳林,2021-03-15 00:00,5.6,,.1,89,
192,柳林,2021-03-15 01:00,4.4,,.1,90,
192,柳林,2021-03-15 02:00,4,,0,94,
192,柳林,2021-03-15 03:00,3,,0,95,
192,柳林,2021-03-15 04:00,2.5,,.1,96,
192,柳林,2021-03-15 05:00,1.7,,0,96,
192,柳林,2021-03-15 06:00,1.7,,0,97,
192,柳林,2021-03-15 07:00,1.5,,.2,98,
192,柳林,2021-03-15 08:00,3.4,,0,96,
192,柳林,2021-03-15 09:00,7.7,,.7,86,
192,柳林,2021-03-15 10:00,10.6,,.6,73,
192,柳林,2021-03-15 11:00,14,,2.1,52,
192,柳林,2021-03-15 12:00,15.1,,1.8,51,
192,柳林,2021-03-15 13:00,16.1,,2,53,
192,柳林,2021-03-15 14:00,16.3,,2.7,53,
192,柳林,2021-03-15 15:00,17,,1.6,54,
192,柳林,2021-03-15 16:00,16.2,,2.4,56,
192,柳林,2021-03-15 17:00,15.4,,2,61,
192,柳林,2021-03-15 18:00,14.3,,1.5,67,
192,柳林,2021-03-15 19:00,13.6,,1.1,72,
192,柳林,2021-03-15 20:00,13.6,,0,73,
192,柳林,2021-03-15 21:00,13.3,,.5,76,
192,柳林,2021-03-15 22:00,13.6,,.6,76,
192,柳林,2021-03-15 23:00,12.9,,0,81,
192,柳林,2021-03-16 00:00,11.7,.3,0,93,
192,柳林,2021-03-16 01:00,11.6,,0,97,
192,柳林,2021-03-16 02:00,11.6,,0,99,
192,柳林,2021-03-16 03:00,11.9,1.7,.6,99,
192,柳林,2021-03-16 04:00,12.1,,.3,99,
192,柳林,2021-03-16 05:00,12,,.2,99,
192,柳林,2021-03-16 06:00,11.8,.1,1,99,
192,柳林,2021-03-16 07:00,12.1,,0,100,
192,柳林,2021-03-16 08:00,12.2,,.8,99,
192,柳林,2021-03-16 09:00,12.3,,1.1,99,
192,柳林,2021-03-16 10:00,14.5,,1.2,91,
192,柳林,2021-03-16 11:00,18,,1.5,68,
192,柳林,2021-03-16 12:00,19,,1.7,60,
192,柳林,2021-03-16 13:00,20.9,,.9,42,
192,柳林,2021-03-16 14:00,21.3,,2.4,26,
192,柳林,2021-03-16 15:00,21.7,,1.8,22,
192,柳林,2021-03-16 16:00,21.7,,2.6,18,
192,柳林,2021-03-16 17:00,21.3,,2,14,
192,柳林,2021-03-16 18:00,19.6,,1.8,17,
192,柳林,2021-03-16 19:00,15.9,,.5,23,
192,柳林,2021-03-16 20:00,11.8,,.3,36,
192,柳林,2021-03-16 21:00,9.8,,.3,49,
192,柳林,2021-03-16 22:00,7.8,,.2,58,
192,柳林,2021-03-16 23:00,6.5,,.2,66,
192,柳林,2021-03-17 00:00,5.2,,0,71,
192,柳林,2021-03-17 01:00,3.6,,.3,75,
192,柳林,2021-03-17 02:00,3,,0,77,
192,柳林,2021-03-17 03:00,2.5,,.3,78,
192,柳林,2021-03-17 04:00,1.5,,.1,83,
192,柳林,2021-03-17 05:00,.9,,.1,85,
192,柳林,2021-03-17 06:00,.7,,0,87,
192,柳林,2021-03-17 07:00,.8,,0,88,
192,柳林,2021-03-17 08:00,3.6,,.3,80,
192,柳林,2021-03-17 09:00,8.3,,.9,60,
192,柳林,2021-03-17 10:00,11.3,,1,37,
192,柳林,2021-03-17 11:00,13.5,,2.6,30,
192,柳林,2021-03-17 12:00,14.8,,1.7,28,
192,柳林,2021-03-17 13:00,16.1,,2.1,24,
192,柳林,2021-03-17 14:00,17.7,,1.3,21,
192,柳林,2021-03-17 15:00,18.3,,1.4,19,
192,柳林,2021-03-17 16:00,18.8,,.8,19,
192,柳林,2021-03-17 17:00,17.5,,2,32,
192,柳林,2021-03-17 18:00,14.5,,1.4,48,
192,柳林,2021-03-17 19:00,12.8,,.9,61,
192,柳林,2021-03-17 20:00,10.3,,.7,72,
192,柳林,2021-03-17 21:00,9.1,,0,77,
192,柳林,2021-03-17 22:00,7.6,,0,84,
192,柳林,2021-03-17 23:00,6.6,,.1,88,
192,柳林,2021-03-18 00:00,5.7,,0,91,
192,柳林,2021-03-18 01:00,5,,0,93,
192,柳林,2021-03-18 02:00,4.1,,0,95,
192,柳林,2021-03-18 03:00,4,,0,96,
192,柳林,2021-03-18 04:00,3.5,,.1,96,
192,柳林,2021-03-18 05:00,3,,0,97,
192,柳林,2021-03-18 06:00,3,,0,98,
192,柳林,2021-03-18 07:00,3,,.1,98,
192,柳林,2021-03-18 08:00,5.5,,0,96,
192,柳林,2021-03-18 09:00,9.4,,.8,81,
192,柳林,2021-03-18 10:00,12.1,,1.9,66,
192,柳林,2021-03-18 11:00,13.9,,2.2,56,
192,柳林,2021-03-18 12:00,15.4,,2.3,53,
192,柳林,2021-03-18 13:00,17,,3.3,42,
192,柳林,2021-03-18 14:00,17.5,,1.5,43,
192,柳林,2021-03-18 15:00,18.5,,2,43,
192,柳林,2021-03-18 16:00,18.8,,.6,41,
192,柳林,2021-03-18 17:00,17.8,,2,50,
192,柳林,2021-03-18 18:00,16.1,,2.5,54,
192,柳林,2021-03-18 19:00,13.8,,.7,64,
192,柳林,2021-03-18 20:00,12.3,,1.9,68,
192,柳林,2021-03-18 21:00,10,,1,78,
192,柳林,2021-03-18 22:00,10.1,,1.5,77,
192,柳林,2021-03-18 23:00,9.8,,1.2,76,
192,柳林,2021-03-19 00:00,9.6,,.4,78,
192,柳林,2021-03-19 01:00,8.6,,.3,82,
192,柳林,2021-03-19 02:00,7.7,,0,88,
192,柳林,2021-03-19 03:00,7.3,,1,86,
192,柳林,2021-03-19 04:00,7.2,,.1,87,
192,柳林,2021-03-19 05:00,7.4,,.2,84,
192,柳林,2021-03-19 06:00,7.3,,.6,83,
192,柳林,2021-03-19 07:00,8.5,,1.1,77,
192,柳林,2021-03-19 08:00,9.7,,1.4,71,
192,柳林,2021-03-19 09:00,11.3,,2,64,
192,柳林,2021-03-19 10:00,13,,1.8,59,
192,柳林,2021-03-19 11:00,14.8,,2.5,52,
192,柳林,2021-03-19 12:00,15.6,,2,50,
192,柳林,2021-03-19 13:00,17.1,,2.4,43,
192,柳林,2021-03-19 14:00,17.6,,1.8,42,
192,柳林,2021-03-19 15:00,18.2,,2.1,39,
192,柳林,2021-03-19 16:00,19.1,,1.6,38,
192,柳林,2021-03-19 17:00,17.4,,3.5,48,
192,柳林,2021-03-19 18:00,14.7,,3.7,55,
192,柳林,2021-03-19 19:00,13.3,,2.3,63,
192,柳林,2021-03-19 20:00,12.4,,1.6,65,
192,柳林,2021-03-19 21:00,12.1,,1.6,65,
192,柳林,2021-03-19 22:00,12.6,,2.6,56,
192,柳林,2021-03-19 23:00,12.1,,1.4,57,
192,柳林,2021-03-20 00:00,11.6,,.8,59,
192,柳林,2021-03-20 01:00,11.3,,1.3,60,
192,柳林,2021-03-20 02:00,11,,.9,62,
192,柳林,2021-03-20 03:00,10.1,0,.7,74,
192,柳林,2021-03-20 04:00,8.6,,.8,90,
192,柳林,2021-03-20 05:00,8.3,,.9,90,
192,柳林,2021-03-20 06:00,7.9,1.8,.5,91,
192,柳林,2021-03-20 07:00,8,,.4,92,
192,柳林,2021-03-20 08:00,7.9,,.9,95,
192,柳林,2021-03-20 09:00,7.8,5.7,.8,96,
192,柳林,2021-03-20 10:00,8.1,,.8,97,
192,柳林,2021-03-20 11:00,8.7,,.6,97,
192,柳林,2021-03-20 12:00,9.4,4.4,.8,97,
192,柳林,2021-03-20 13:00,9.9,,1.3,97,
192,柳林,2021-03-20 14:00,10.3,,.7,95,
192,柳林,2021-03-20 15:00,10.8,.8,1.1,97,
192,柳林,2021-03-20 16:00,11.1,,1.3,96,
192,柳林,2021-03-20 17:00,11.7,,.8,92,
192,柳林,2021-03-20 18:00,11.2,.1,1.5,94,
192,柳林,2021-03-20 19:00,11.1,,.7,95,
192,柳林,2021-03-20 20:00,11.1,,.3,95,
192,柳林,2021-03-20 21:00,10.8,,.5,97,
192,柳林,2021-03-20 22:00,10.6,,.5,95,
192,柳林,2021-03-20 23:00,10.6,,.4,94,
192,柳林,2021-03-21 00:00,9.7,,.4,97,
192,柳林,2021-03-21 01:00,9.5,,0,98,
192,柳林,2021-03-21 02:00,9.8,,.1,99,
192,柳林,2021-03-21 03:00,10,,.1,97,
192,柳林,2021-03-21 04:00,10,,1,97,
192,柳林,2021-03-21 05:00,9.6,,1.2,71,
192,柳林,2021-03-21 06:00,8.1,,1.4,71,
192,柳林,2021-03-21 07:00,7.5,,1,72,
192,柳林,2021-03-21 08:00,8.6,,1.2,64,
192,柳林,2021-03-21 09:00,10.2,,.6,60,
192,柳林,2021-03-21 10:00,11.3,,1.7,53,
192,柳林,2021-03-21 11:00,12.5,,1.2,53,
192,柳林,2021-03-21 12:00,12.6,,4.2,39,
192,柳林,2021-03-21 13:00,12.6,,3.8,40,
192,柳林,2021-03-21 14:00,12.2,,5.2,37,
192,柳林,2021-03-21 15:00,12,,4.5,38,
192,柳林,2021-03-21 16:00,11.5,,4.4,31,
192,柳林,2021-03-21 17:00,10.3,,4.9,31,
192,柳林,2021-03-21 18:00,8.8,,3.8,33,
192,柳林,2021-03-21 19:00,7.2,,4.8,42,
192,柳林,2021-03-21 20:00,6.4,,3.2,48,
192,柳林,2021-03-21 21:00,6,,2.5,51,
192,柳林,2021-03-21 22:00,5.6,,2.5,50,
192,柳林,2021-03-21 23:00,5.2,,2.3,51,
192,柳林,2021-03-22 00:00,5.3,,2.3,50,
192,柳林,2021-03-22 01:00,5,,3.3,50,
192,柳林,2021-03-22 02:00,4.8,,2.5,52,
192,柳林,2021-03-22 03:00,4.9,,2.2,50,
192,柳林,2021-03-22 04:00,4.5,,3.7,50,
192,柳林,2021-03-22 05:00,4.3,,2.4,49,
192,柳林,2021-03-22 06:00,4,,2.6,48,
192,柳林,2021-03-22 07:00,2.3,,1.2,56,
192,柳林,2021-03-22 08:00,5.3,,1.3,45,
192,柳林,2021-03-22 09:00,6.6,,2,39,
192,柳林,2021-03-22 10:00,8.5,,2.1,34,
192,柳林,2021-03-22 11:00,9.4,,2.5,31,
192,柳林,2021-03-22 12:00,10.9,,3.8,26,
192,柳林,2021-03-22 13:00,12,,3.6,25,
192,柳林,2021-03-22 14:00,12.4,,4.2,26,
192,柳林,2021-03-22 15:00,12.3,,4.3,25,
192,柳林,2021-03-22 16:00,11.8,,3.5,26,
192,柳林,2021-03-22 17:00,12.3,,3.3,26,
192,柳林,2021-03-22 18:00,11.3,,4.5,28,
192,柳林,2021-03-22 19:00,10.1,,1.5,31,
192,柳林,2021-03-22 20:00,6.1,,.2,45,
192,柳林,2021-03-22 21:00,7.2,,1.7,41,
192,柳林,2021-03-22 22:00,4.5,,.3,54,
192,柳林,2021-03-22 23:00,2.7,,.6,61,
192,柳林,2021-03-23 00:00,1.2,,.4,68,
192,柳林,2021-03-23 01:00,.3,,.8,71,
192,柳林,2021-03-23 02:00,-.5,,.1,75,
192,柳林,2021-03-23 03:00,-1.2,,.3,80,
192,柳林,2021-03-23 04:00,-1.2,,.1,81,
192,柳林,2021-03-23 05:00,-1.9,,.4,85,
192,柳林,2021-03-23 06:00,-2.2,,.3,87,
192,柳林,2021-03-23 07:00,-1.9,,.1,88,
192,柳林,2021-03-23 08:00,1.8,,.1,81,
192,柳林,2021-03-23 09:00,5.9,,.6,69,
192,柳林,2021-03-23 10:00,9.7,,1,55,
192,柳林,2021-03-23 11:00,11.8,,1.2,47,
192,柳林,2021-03-23 12:00,14.5,,1,40,
192,柳林,2021-03-23 13:00,16,,1.4,41,
192,柳林,2021-03-23 14:00,18,,3.7,25,
192,柳林,2021-03-23 15:00,18.2,,3.8,31,
192,柳林,2021-03-23 16:00,18.5,,2.9,27,
192,柳林,2021-03-23 17:00,17.7,,3.3,29,
192,柳林,2021-03-23 18:00,16.7,,2.9,34,
192,柳林,2021-03-23 19:00,13.8,,1.5,48,
192,柳林,2021-03-23 20:00,11,,1.3,59,
192,柳林,2021-03-23 21:00,11.4,,1.7,52,
192,柳林,2021-03-23 22:00,10.9,,1.5,55,
192,柳林,2021-03-23 23:00,8.2,,.7,66,
192,柳林,2021-03-24 00:00,9.6,,2,53,
192,柳林,2021-03-24 01:00,9.3,,2.1,54,
192,柳林,2021-03-24 02:00,6.3,,.7,62,
192,柳林,2021-03-24 03:00,3.4,,.4,79,
192,柳林,2021-03-24 04:00,2,,0,83,
192,柳林,2021-03-24 05:00,1.5,,.1,86,
192,柳林,2021-03-24 06:00,1,,.1,88,
192,柳林,2021-03-24 07:00,1.5,,.6,88,
192,柳林,2021-03-24 08:00,5.1,,.5,79,
192,柳林,2021-03-24 09:00,7.9,,.7,68,
192,柳林,2021-03-24 10:00,10.8,,1.3,53,
192,柳林,2021-03-24 11:00,13.5,,1.1,45,
192,柳林,2021-03-24 12:00,14.6,,1.3,40,
192,柳林,2021-03-24 13:00,15.8,,2,42,
192,柳林,2021-03-24 14:00,16.3,,1.9,42,
192,柳林,2021-03-24 15:00,16.7,,2.8,44,
192,柳林,2021-03-24 16:00,16.4,,1.1,45,
192,柳林,2021-03-24 17:00,16,,1.7,52,
192,柳林,2021-03-24 18:00,15.1,,2,53,
192,柳林,2021-03-24 19:00,14.1,,1.3,60,
192,柳林,2021-03-24 20:00,13.3,,.5,69,
192,柳林,2021-03-24 21:00,12.7,,.9,74,
192,柳林,2021-03-24 22:00,12,,1,76,
192,柳林,2021-03-24 23:00,9.6,,0,87,
192,柳林,2021-03-25 00:00,7.9,,.3,93,
192,柳林,2021-03-25 01:00,6.5,,.3,94,
192,柳林,2021-03-25 02:00,6.3,,.3,95,
192,柳林,2021-03-25 03:00,5.5,,.3,95,
192,柳林,2021-03-25 04:00,5,,.5,95,
192,柳林,2021-03-25 05:00,4,,.2,96,
192,柳林,2021-03-25 06:00,3.2,,.3,96,
192,柳林,2021-03-25 07:00,3,,.3,97,
192,柳林,2021-03-25 08:00,6.5,,.3,91,
192,柳林,2021-03-25 09:00,9.8,,.6,73,
192,柳林,2021-03-25 10:00,13.4,,.7,56,
192,柳林,2021-03-25 11:00,16.8,,1.2,45,
192,柳林,2021-03-25 12:00,17.7,,1.8,40,
192,柳林,2021-03-25 13:00,19.2,,1.1,32,
192,柳林,2021-03-25 14:00,20.4,,1.1,30,
192,柳林,2021-03-25 15:00,21.6,,1.8,31,
192,柳林,2021-03-25 16:00,21.4,,2.1,31,
192,柳林,2021-03-25 17:00,20.8,,1.6,31,
192,柳林,2021-03-25 18:00,19.1,,1.1,36,
192,柳林,2021-03-25 19:00,16.3,,.9,44,
192,柳林,2021-03-25 20:00,15.1,,1.5,49,
192,柳林,2021-03-25 21:00,12.5,,.3,59,
192,柳林,2021-03-25 22:00,10.3,,0,71,
192,柳林,2021-03-25 23:00,8.3,,0,78,
192,柳林,2021-03-26 00:00,7,,0,84,
192,柳林,2021-03-26 01:00,6,,.6,87,
192,柳林,2021-03-26 02:00,5.8,,.1,89,
192,柳林,2021-03-26 03:00,5.1,,.3,91,
192,柳林,2021-03-26 04:00,4.6,,.1,93,
192,柳林,2021-03-26 05:00,4,,0,95,
192,柳林,2021-03-26 06:00,3.2,,0,95,
192,柳林,2021-03-26 07:00,3.1,,0,96,
192,柳林,2021-03-26 08:00,7.1,,.5,87,
192,柳林,2021-03-26 09:00,10.9,,.5,73,
192,柳林,2021-03-26 10:00,14.6,,.7,58,
192,柳林,2021-03-26 11:00,17.8,,1.3,43,
192,柳林,2021-03-26 12:00,20.2,,2.1,30,
192,柳林,2021-03-26 13:00,22,,1.7,23,
192,柳林,2021-03-26 14:00,22.5,,2,27,
192,柳林,2021-03-26 15:00,23,,1.9,20,
192,柳林,2021-03-26 16:00,21.3,,2.6,25,
192,柳林,2021-03-26 17:00,20.5,,1.2,21,
192,柳林,2021-03-26 18:00,19.1,,1.5,25,
192,柳林,2021-03-26 19:00,16.7,,1,33,
192,柳林,2021-03-26 20:00,12.4,,.7,47,
192,柳林,2021-03-26 21:00,10.6,,0,57,
192,柳林,2021-03-26 22:00,9.1,,.1,64,
192,柳林,2021-03-26 23:00,7.7,,0,70,
192,柳林,2021-03-27 00:00,7,,0,76,
192,柳林,2021-03-27 01:00,6.1,,.1,83,
192,柳林,2021-03-27 02:00,5.5,,0,89,
192,柳林,2021-03-27 03:00,5.1,,.1,91,
192,柳林,2021-03-27 04:00,4.3,,.3,92,
192,柳林,2021-03-27 05:00,4,,.3,94,
192,柳林,2021-03-27 06:00,4.1,,0,95,
192,柳林,2021-03-27 07:00,5.3,,0,94,
192,柳林,2021-03-27 08:00,7.8,,0,89,
192,柳林,2021-03-27 09:00,9.6,,1.3,84,
192,柳林,2021-03-27 10:00,11.1,,1.1,79,
192,柳林,2021-03-27 11:00,12.7,,1.1,75,
192,柳林,2021-03-27 12:00,14.1,,.6,71,
192,柳林,2021-03-27 13:00,14.3,,1.2,76,
192,柳林,2021-03-27 14:00,12.5,,1.4,90,
192,柳林,2021-03-27 15:00,12.4,1.4,.4,96,
192,柳林,2021-03-27 16:00,13,,.6,98,
192,柳林,2021-03-27 17:00,13.2,,1.1,98,
192,柳林,2021-03-27 18:00,14.6,14.9,2.4,97,
192,柳林,2021-03-27 19:00,15.6,,2.1,98,
192,柳林,2021-03-27 20:00,16,,3.2,96,
192,柳林,2021-03-27 21:00,15.8,40.6,2.1,96,
192,柳林,2021-03-27 22:00,16,,1.6,96,
192,柳林,2021-03-27 23:00,16.1,,1.2,97,
192,柳林,2021-03-28 00:00,15.8,11.5,1.4,97,
192,柳林,2021-03-28 01:00,15.8,,1.2,97,
192,柳林,2021-03-28 02:00,15.5,,1,97,
192,柳林,2021-03-28 03:00,15.6,2,1.2,95,
192,柳林,2021-03-28 04:00,15.5,,3.1,93,
192,柳林,2021-03-28 05:00,15.1,,1.4,91,
192,柳林,2021-03-28 06:00,14.6,,4,85,
192,柳林,2021-03-28 07:00,14.1,,4.9,68,
192,柳林,2021-03-28 08:00,14.1,,2.7,66,
192,柳林,2021-03-28 09:00,14.9,,2.9,64,
192,柳林,2021-03-28 10:00,16.1,,2.7,62,
192,柳林,2021-03-28 11:00,16.8,,2.2,60,
192,柳林,2021-03-28 12:00,18,,2.2,58,
192,柳林,2021-03-28 13:00,18.8,,2.4,57,
192,柳林,2021-03-28 14:00,19.4,,2.5,57,
192,柳林,2021-03-28 15:00,20.2,,1.7,52,
192,柳林,2021-03-28 16:00,20,,2,52,
