瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),嚼档(%),利汲(cm)
192,柳林,2021-04-18 07:00,8.3,,1.5,58,
192,柳林,2021-04-18 08:00,10.4,,3.7,51,
192,柳林,2021-04-18 09:00,11.3,,4.2,45,
192,柳林,2021-04-18 10:00,11.8,,3.9,44,
192,柳林,2021-04-18 11:00,13.5,,2.5,42,
192,柳林,2021-04-18 12:00,14.6,,2.8,39,
192,柳林,2021-04-18 13:00,15.8,,1.5,37,
192,柳林,2021-04-18 14:00,16.7,,1.9,33,
192,柳林,2021-04-18 15:00,18.2,,1.1,30,
192,柳林,2021-04-18 16:00,18.4,,1.4,28,
192,柳林,2021-04-18 17:00,18.4,,1.9,29,
192,柳林,2021-04-18 18:00,17.8,,2,29,
192,柳林,2021-04-18 19:00,15.8,,2.4,33,
192,柳林,2021-04-18 20:00,13.5,,.9,44,
192,柳林,2021-04-18 21:00,9.7,,.8,57,
192,柳林,2021-04-18 22:00,9.7,,.7,51,
192,柳林,2021-04-18 23:00,7.6,,.2,64,
192,柳林,2021-04-19 00:00,5.9,,.3,75,
192,柳林,2021-04-19 01:00,5,,.2,77,
192,柳林,2021-04-19 02:00,4.2,,.3,86,
192,柳林,2021-04-19 03:00,2.7,,.1,88,
192,柳林,2021-04-19 04:00,2.5,,.2,90,
192,柳林,2021-04-19 05:00,1.7,,.1,92,
192,柳林,2021-04-19 06:00,1.3,,.2,93,
192,柳林,2021-04-19 07:00,3.5,,.5,89,
192,柳林,2021-04-19 08:00,7.5,,.3,78,
192,柳林,2021-04-19 09:00,12,,.6,53,
192,柳林,2021-04-19 10:00,15.5,,1.1,43,
192,柳林,2021-04-19 11:00,18.1,,.9,35,
192,柳林,2021-04-19 12:00,19.8,,1.9,28,
192,柳林,2021-04-19 13:00,21.8,,2.2,22,
192,柳林,2021-04-19 14:00,22.2,,1.8,21,
192,柳林,2021-04-19 15:00,22.8,,1.4,20,
192,柳林,2021-04-19 16:00,23.6,,2,19,
192,柳林,2021-04-19 17:00,22.6,,1.2,24,
192,柳林,2021-04-19 18:00,21.8,,1.8,24,
192,柳林,2021-04-19 19:00,19.8,,2.1,27,
192,柳林,2021-04-19 20:00,18.2,,2,29,
192,柳林,2021-04-19 21:00,17.8,,2.1,26,
192,柳林,2021-04-19 22:00,12.8,,.5,41,
192,柳林,2021-04-19 23:00,10,,0,58,
192,柳林,2021-04-20 00:00,7.6,,.1,69,
192,柳林,2021-04-20 01:00,7,,.2,73,
192,柳林,2021-04-20 02:00,5.3,,.6,81,
192,柳林,2021-04-20 03:00,5.2,,0,82,
192,柳林,2021-04-20 04:00,3.9,,.1,89,
192,柳林,2021-04-20 05:00,3.9,,.2,89,
192,柳林,2021-04-20 06:00,3.2,,.1,91,
192,柳林,2021-04-20 07:00,5.6,,.3,85,
192,柳林,2021-04-20 08:00,9.9,,.8,79,
192,柳林,2021-04-20 09:00,14.3,,.3,58,
192,柳林,2021-04-20 10:00,17.6,,.9,43,
192,柳林,2021-04-20 11:00,20.3,,1.3,34,
192,柳林,2021-04-20 12:00,23.3,,1.7,35,
192,柳林,2021-04-20 13:00,25.1,,1.8,22,
192,柳林,2021-04-20 14:00,25.7,,2,22,
192,柳林,2021-04-20 15:00,25.7,,1.1,21,
192,柳林,2021-04-20 16:00,25.8,,1.5,23,
192,柳林,2021-04-20 17:00,24.5,,2,24,
192,柳林,2021-04-20 18:00,22.2,,1.1,29,
192,柳林,2021-04-20 19:00,19.8,,1.9,33,
192,柳林,2021-04-20 20:00,15.1,,0,51,
192,柳林,2021-04-20 21:00,13.2,,.2,63,
192,柳林,2021-04-20 22:00,12.2,,0,67,
192,柳林,2021-04-20 23:00,11.3,,0,73,
192,柳林,2021-04-21 00:00,11,,.3,74,
192,柳林,2021-04-21 01:00,9.7,,.1,79,
192,柳林,2021-04-21 02:00,9.3,,0,82,
192,柳林,2021-04-21 03:00,8.8,,.1,82,
192,柳林,2021-04-21 04:00,8.5,,.6,86,
192,柳林,2021-04-21 05:00,7.8,,0,90,
192,柳林,2021-04-21 06:00,7.2,,.1,90,
192,柳林,2021-04-21 07:00,9.3,,.3,82,
192,柳林,2021-04-21 08:00,12.6,,.2,73,
192,柳林,2021-04-21 09:00,15.8,,.5,64,
192,柳林,2021-04-21 10:00,19.4,,1.2,42,
192,柳林,2021-04-21 11:00,21.8,,1.2,38,
192,柳林,2021-04-21 12:00,25,,1.2,28,
192,柳林,2021-04-21 13:00,26.1,,1.7,27,
192,柳林,2021-04-21 14:00,27.1,,2,27,
192,柳林,2021-04-21 15:00,25.4,,1.9,29,
192,柳林,2021-04-21 16:00,25.3,,1.2,28,
192,柳林,2021-04-21 17:00,25.8,,2.1,22,
192,柳林,2021-04-21 18:00,23.2,,1.7,31,
192,柳林,2021-04-21 19:00,21.1,,.2,39,
192,柳林,2021-04-21 20:00,18.4,,.1,52,
192,柳林,2021-04-21 21:00,16.8,,0,60,
192,柳林,2021-04-21 22:00,16,,0,65,
192,柳林,2021-04-21 23:00,15.3,,.2,65,
192,柳林,2021-04-22 00:00,14.3,,.1,73,
192,柳林,2021-04-22 01:00,14.1,,.1,75,
192,柳林,2021-04-22 02:00,14.3,,.6,78,
192,柳林,2021-04-22 03:00,13.5,,.5,81,
192,柳林,2021-04-22 04:00,13.9,,.8,80,
192,柳林,2021-04-22 05:00,13.2,,.8,77,
192,柳林,2021-04-22 06:00,12.8,,.7,80,
192,柳林,2021-04-22 07:00,13.3,,.7,79,
192,柳林,2021-04-22 08:00,15.9,,.9,69,
192,柳林,2021-04-22 09:00,17.4,,1.1,62,
192,柳林,2021-04-22 10:00,20.5,,1.1,50,
192,柳林,2021-04-22 11:00,22.4,,.9,37,
192,柳林,2021-04-22 12:00,24.2,,1.4,33,
192,柳林,2021-04-22 13:00,24.5,,2.5,25,
192,柳林,2021-04-22 14:00,24.6,,2.4,25,
192,柳林,2021-04-22 15:00,22.8,,.3,30,
192,柳林,2021-04-22 16:00,21.9,,.8,32,
192,柳林,2021-04-22 17:00,22,,1.3,33,
192,柳林,2021-04-22 18:00,20.7,,1,37,
192,柳林,2021-04-22 19:00,19.2,,.3,45,
192,柳林,2021-04-22 20:00,18.1,,.3,57,
192,柳林,2021-04-22 21:00,16.3,,.3,63,
192,柳林,2021-04-22 22:00,14.8,,.3,71,
192,柳林,2021-04-22 23:00,13.9,,.1,72,
192,柳林,2021-04-23 00:00,12.8,,.1,77,
192,柳林,2021-04-23 01:00,13.1,,0,78,
192,柳林,2021-04-23 02:00,13.4,,.1,76,
192,柳林,2021-04-23 03:00,12.9,,.2,79,
192,柳林,2021-04-23 04:00,15.3,,3.1,61,
192,柳林,2021-04-23 05:00,17,,1,43,
192,柳林,2021-04-23 06:00,16.9,,1.1,47,
192,柳林,2021-04-23 07:00,16.1,,.6,54,
192,柳林,2021-04-23 08:00,17,,.8,50,
192,柳林,2021-04-23 09:00,17.7,,1.6,44,
192,柳林,2021-04-23 10:00,19.1,,1.4,42,
192,柳林,2021-04-23 11:00,20.6,,2.9,39,
192,柳林,2021-04-23 12:00,21.6,,3.3,38,
192,柳林,2021-04-23 13:00,22.4,,2.6,39,
192,柳林,2021-04-23 14:00,22.7,,2.8,35,
192,柳林,2021-04-23 15:00,23.2,,2.8,33,
192,柳林,2021-04-23 16:00,23,,2.2,30,
192,柳林,2021-04-23 17:00,22.3,,2.5,34,
192,柳林,2021-04-23 18:00,20.7,,1.8,36,
192,柳林,2021-04-23 19:00,19.1,,2.2,45,
192,柳林,2021-04-23 20:00,17.7,,1.6,48,
192,柳林,2021-04-23 21:00,16.7,,1.9,44,
192,柳林,2021-04-23 22:00,15.8,,1.7,46,
192,柳林,2021-04-23 23:00,15.3,,1.5,47,
192,柳林,2021-04-24 00:00,14.5,,1.4,48,
192,柳林,2021-04-24 01:00,13.9,,1.1,49,
192,柳林,2021-04-24 02:00,12.8,,.5,54,
192,柳林,2021-04-24 03:00,13,,.4,56,
192,柳林,2021-04-24 04:00,11.2,,.2,64,
192,柳林,2021-04-24 05:00,10.8,,.1,68,
192,柳林,2021-04-24 06:00,9.5,,0,76,
192,柳林,2021-04-24 07:00,11.3,,.1,77,
192,柳林,2021-04-24 08:00,15.5,,1,61,
192,柳林,2021-04-24 09:00,17.5,,2,52,
192,柳林,2021-04-24 10:00,18.8,,1.6,47,
192,柳林,2021-04-24 11:00,20.8,,1.6,45,
192,柳林,2021-04-24 12:00,21.1,,1.4,44,
192,柳林,2021-04-24 13:00,22.7,,1.4,41,
192,柳林,2021-04-24 14:00,24.2,,1.7,38,
192,柳林,2021-04-24 15:00,23.6,,2.1,40,
192,柳林,2021-04-24 16:00,22.7,,2.3,46,
192,柳林,2021-04-24 17:00,21,,2.4,50,
192,柳林,2021-04-24 18:00,19.7,,1.1,56,
192,柳林,2021-04-24 19:00,17.2,,.8,63,
192,柳林,2021-04-24 20:00,16.1,,1.1,67,
192,柳林,2021-04-24 21:00,14.4,,.7,72,
192,柳林,2021-04-24 22:00,14,,.4,74,
192,柳林,2021-04-24 23:00,14.5,,.7,74,
192,柳林,2021-04-25 00:00,12.3,,.7,84,
192,柳林,2021-04-25 01:00,11.8,,.7,88,
192,柳林,2021-04-25 02:00,12.3,,0,88,
192,柳林,2021-04-25 03:00,12.5,,.1,88,
192,柳林,2021-04-25 04:00,11.6,,.2,90,
192,柳林,2021-04-25 05:00,10.1,,.3,95,
192,柳林,2021-04-25 06:00,9.4,,.5,95,
192,柳林,2021-04-25 07:00,10.7,,.3,93,
192,柳林,2021-04-25 08:00,14.1,,.3,80,
192,柳林,2021-04-25 09:00,18.2,,2,62,
192,柳林,2021-04-25 10:00,20.1,,2.4,50,
192,柳林,2021-04-25 11:00,21.2,,2.3,45,
192,柳林,2021-04-25 12:00,21.3,,1.9,44,
192,柳林,2021-04-25 13:00,22.7,,2.9,41,
192,柳林,2021-04-25 14:00,22,,2.9,41,
192,柳林,2021-04-25 15:00,19.7,,1.6,54,
192,柳林,2021-04-25 16:00,21.2,,1.4,53,
192,柳林,2021-04-25 17:00,19.7,,1.2,53,
192,柳林,2021-04-25 18:00,18.1,,2.3,54,
192,柳林,2021-04-25 19:00,16.6,,1.5,56,
192,柳林,2021-04-25 20:00,15.3,,1.5,61,
192,柳林,2021-04-25 21:00,14.5,,.5,67,
192,柳林,2021-04-25 22:00,13.6,,.8,71,
192,柳林,2021-04-25 23:00,12.8,,.7,72,
192,柳林,2021-04-26 00:00,13.1,,2.6,51,
192,柳林,2021-04-26 01:00,11.8,,1.5,56,
192,柳林,2021-04-26 02:00,10.1,,.7,64,
192,柳林,2021-04-26 03:00,8.3,,.5,73,
192,柳林,2021-04-26 04:00,7.1,,.7,81,
192,柳林,2021-04-26 05:00,6.3,,.1,85,
192,柳林,2021-04-26 06:00,5,,.2,90,
192,柳林,2021-04-26 07:00,8,,.3,80,
192,柳林,2021-04-26 08:00,11.5,,.5,66,
192,柳林,2021-04-26 09:00,14,,2.1,47,
192,柳林,2021-04-26 10:00,15.4,,2.1,46,
192,柳林,2021-04-26 11:00,16.4,,2,45,
192,柳林,2021-04-26 12:00,18.2,,1.4,40,
192,柳林,2021-04-26 13:00,18.7,,2.3,40,
192,柳林,2021-04-26 14:00,19.5,,1,40,
192,柳林,2021-04-26 15:00,20,,1.7,36,
192,柳林,2021-04-26 16:00,19.6,,2.5,38,
192,柳林,2021-04-26 17:00,18.6,,1.9,43,
192,柳林,2021-04-26 18:00,17.7,,2.5,44,
192,柳林,2021-04-26 19:00,14.8,,1.3,48,
192,柳林,2021-04-26 20:00,12,,.1,61,
192,柳林,2021-04-26 21:00,10.3,,.1,64,
192,柳林,2021-04-26 22:00,10.1,,.1,68,
192,柳林,2021-04-26 23:00,8.9,,.3,73,
192,柳林,2021-04-27 00:00,8,,0,77,
192,柳林,2021-04-27 01:00,7.4,,.3,80,
192,柳林,2021-04-27 02:00,6.8,,0,84,
192,柳林,2021-04-27 03:00,6.1,,.1,87,
192,柳林,2021-04-27 04:00,6.1,,.3,89,
192,柳林,2021-04-27 05:00,5.8,,.3,90,
192,柳林,2021-04-27 06:00,6.8,,.1,88,
192,柳林,2021-04-27 07:00,8.4,,.3,84,
192,柳林,2021-04-27 08:00,11.1,,.2,75,
192,柳林,2021-04-27 09:00,13.3,,.5,65,
192,柳林,2021-04-27 10:00,15.4,,1.2,60,
192,柳林,2021-04-27 11:00,15.6,,1.1,62,
192,柳林,2021-04-27 12:00,16,,1.6,57,
192,柳林,2021-04-27 13:00,17.8,,1.1,51,
192,柳林,2021-04-27 14:00,17.7,,1.4,54,
192,柳林,2021-04-27 15:00,18.1,,1.6,46,
192,柳林,2021-04-27 16:00,17.8,,2.1,52,
192,柳林,2021-04-27 17:00,17.6,,1.1,58,
192,柳林,2021-04-27 18:00,16.7,,.6,62,
192,柳林,2021-04-27 19:00,16,,1.5,66,
192,柳林,2021-04-27 20:00,15.5,,.7,71,
192,柳林,2021-04-27 21:00,14.9,,.9,76,
192,柳林,2021-04-27 22:00,15.1,,1.1,76,
192,柳林,2021-04-27 23:00,14.1,,.4,81,
192,柳林,2021-04-28 00:00,14.3,,1.3,82,
192,柳林,2021-04-28 01:00,14,,.6,87,
192,柳林,2021-04-28 02:00,14.6,,1.2,83,
192,柳林,2021-04-28 03:00,11.5,,.1,92,
192,柳林,2021-04-28 04:00,10.7,,.3,94,
192,柳林,2021-04-28 05:00,10.1,,.9,97,
192,柳林,2021-04-28 06:00,9.2,,.3,97,
192,柳林,2021-04-28 07:00,11.1,,.4,96,
192,柳林,2021-04-28 08:00,14.3,,.2,85,
192,柳林,2021-04-28 09:00,17.2,,.6,73,
192,柳林,2021-04-28 10:00,19.4,,1.4,61,
192,柳林,2021-04-28 11:00,20.7,,1.6,50,
192,柳林,2021-04-28 12:00,21.7,,.8,41,
192,柳林,2021-04-28 13:00,23.1,,1.8,41,
192,柳林,2021-04-28 14:00,23,,1.9,44,
192,柳林,2021-04-28 15:00,23.5,,1.9,46,
192,柳林,2021-04-28 16:00,22.5,,1.5,47,
192,柳林,2021-04-28 17:00,22.2,,2.4,51,
192,柳林,2021-04-28 18:00,20,,1.5,54,
192,柳林,2021-04-28 19:00,19.1,,.9,56,
192,柳林,2021-04-28 20:00,18.2,,1.3,63,
192,柳林,2021-04-28 21:00,16.2,,.5,72,
192,柳林,2021-04-28 22:00,16.6,,1.1,72,
192,柳林,2021-04-28 23:00,15.5,,.4,80,
192,柳林,2021-04-29 00:00,14.5,,.3,86,
192,柳林,2021-04-29 01:00,13.5,,.1,89,
192,柳林,2021-04-29 02:00,13.1,,0,90,
192,柳林,2021-04-29 03:00,12.6,,.3,91,
192,柳林,2021-04-29 04:00,11.7,,0,90,
192,柳林,2021-04-29 05:00,11.8,,.1,87,
192,柳林,2021-04-29 06:00,11.1,,.5,87,
192,柳林,2021-04-29 07:00,11.8,,.3,83,
192,柳林,2021-04-29 08:00,13.8,,1.4,79,
192,柳林,2021-04-29 09:00,15.6,,.8,63,
192,柳林,2021-04-29 10:00,18.1,,1.7,50,
192,柳林,2021-04-29 11:00,20.6,,1,40,
192,柳林,2021-04-29 12:00,21.6,,1.6,39,
192,柳林,2021-04-29 13:00,22.8,,4.8,23,
192,柳林,2021-04-29 14:00,23.3,,3.9,22,
192,柳林,2021-04-29 15:00,23.7,,4.4,21,
192,柳林,2021-04-29 16:00,23.9,,2.6,21,
192,柳林,2021-04-29 17:00,23.2,,4.5,21,
192,柳林,2021-04-29 18:00,22.5,,3,24,
192,柳林,2021-04-29 19:00,18.7,,2.1,54,
192,柳林,2021-04-29 20:00,17.5,,1.3,61,
192,柳林,2021-04-29 21:00,17.1,,1,61,
192,柳林,2021-04-29 22:00,16.3,,1.7,58,
192,柳林,2021-04-29 23:00,16.8,,2.2,48,
192,柳林,2021-04-30 00:00,17.6,0,4.7,39,
192,柳林,2021-04-30 01:00,13.3,.1,2.8,69,
192,柳林,2021-04-30 02:00,13.8,,2.2,68,
192,柳林,2021-04-30 03:00,14.8,0,3.4,68,
192,柳林,2021-04-30 04:00,14.5,0,3.4,73,
192,柳林,2021-04-30 05:00,14.1,,1.8,73,
192,柳林,2021-04-30 06:00,13.9,,1.7,72,
192,柳林,2021-04-30 07:00,14.8,,2.6,67,
192,柳林,2021-04-30 08:00,16.2,,3.4,54,
192,柳林,2021-04-30 09:00,16.7,,4.8,47,
192,柳林,2021-04-30 10:00,17.7,,4.2,45,
192,柳林,2021-04-30 11:00,18.6,,5.5,32,
192,柳林,2021-04-30 12:00,19.2,,5.1,28,
192,柳林,2021-04-30 13:00,20.1,,5.1,27,
192,柳林,2021-04-30 14:00,20.7,,5.2,22,
192,柳林,2021-04-30 15:00,21,,4.9,22,
192,柳林,2021-04-30 16:00,20.7,,4.2,21,
192,柳林,2021-04-30 17:00,19.8,,4.3,22,
192,柳林,2021-04-30 18:00,19.5,,2.6,24,
192,柳林,2021-04-30 19:00,17.6,,1.4,28,
192,柳林,2021-04-30 20:00,17,,1,36,
192,柳林,2021-04-30 21:00,16.3,,1,34,
192,柳林,2021-04-30 22:00,15.5,,.5,40,
192,柳林,2021-04-30 23:00,11.8,.2,1.9,69,
